"ID","checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"svt","0<=X<200",13,"existing paid","radio/tv",2101,"<100","<1",2,"female div/dep/mar","guarantor",4,"life insurance",23,"none","own",1,"unskilled resident",1,"none","yes","good"
"ldt","<0",15,"existing paid","domestic appliance",1275,"no known savings","1<=X<4",4,"female div/dep/mar","none",2,"car",24,"none","rent",1,"skilled",1,"none","yes","bad"
"tfb","<0",24,"existing paid","furniture/equipment",4169,"<100","1<=X<4",4,"male single","none",4,"life insurance",28,"none","own",1,"skilled",1,"none","yes","good"
"rot","0<=X<200",10,"existing paid","furniture/equipment",1521,"<100","1<=X<4",4,"male div/sep","none",2,"car",31,"none","own",1,"unskilled resident",1,"none","yes","good"
"qsj","0<=X<200",24,"critical/other existing credit","education",5743,"<100","<1",2,"female div/dep/mar","none",4,"no known property",24,"none","for free",2,"skilled",1,"yes","yes","good"
"qiv","<0",21,"existing paid","furniture/equipment",3599,"<100","4<=X<7",1,"female div/dep/mar","none",4,"car",26,"none","rent",1,"unskilled resident",1,"none","yes","good"
"axf","0<=X<200",18,"existing paid","radio/tv",3213,"500<=X<1000","<1",1,"male mar/wid","none",3,"real estate",25,"none","rent",1,"skilled",1,"none","yes","good"
"mai","0<=X<200",18,"existing paid","business",4439,"<100",">=7",1,"male single","co applicant",1,"real estate",33,"bank","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"dhj",">=200",10,"existing paid","new car",3949,"<100","<1",1,"male single","guarantor",1,"life insurance",37,"none","own",1,"unskilled resident",2,"none","yes","good"
"cym","no checking",15,"critical/other existing credit","radio/tv",1459,"<100","1<=X<4",4,"female div/dep/mar","none",2,"car",43,"none","own",1,"unskilled resident",1,"none","yes","good"
"jlv","0<=X<200",13,"critical/other existing credit","radio/tv",882,"<100","<1",4,"male single","guarantor",4,"real estate",23,"none","own",2,"skilled",1,"none","yes","good"
"ycy","0<=X<200",24,"existing paid","radio/tv",3758,"500<=X<1000","unemployed",1,"female div/dep/mar","none",4,"no known property",23,"none","rent",1,"unemp/unskilled non res",1,"none","yes","good"
"kwm","no checking",6,"delayed previously","business",1743,"100<=X<500","1<=X<4",1,"male single","none",2,"real estate",34,"none","own",2,"unskilled resident",1,"none","yes","good"
"icm","0<=X<200",9,"critical/other existing credit","education",1136,">=1000",">=7",4,"male single","none",3,"no known property",32,"none","for free",2,"skilled",2,"none","yes","bad"
"zcw","no checking",9,"existing paid","domestic appliance",1236,"<100","<1",1,"female div/dep/mar","none",4,"real estate",23,"none","rent",1,"skilled",1,"yes","yes","good"
"bse","0<=X<200",9,"existing paid","furniture/equipment",959,"<100","1<=X<4",1,"female div/dep/mar","none",2,"car",29,"none","own",1,"skilled",1,"none","no","bad"
"nnk","no checking",18,"critical/other existing credit","used car",3229,"no known savings","unemployed",2,"male single","none",4,"no known property",38,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"xxl","<0",12,"no credits/all paid","radio/tv",6199,"<100","1<=X<4",4,"male single","none",2,"life insurance",28,"none","rent",2,"skilled",1,"yes","yes","bad"
"ome","no checking",10,"existing paid","education",727,"500<=X<1000",">=7",4,"male single","none",4,"no known property",46,"none","for free",1,"skilled",1,"yes","yes","good"
"vbu","0<=X<200",24,"existing paid","new car",1246,"<100","<1",4,"male single","none",2,"real estate",23,"stores","own",1,"unskilled resident",1,"none","yes","bad"
"sjd","no checking",12,"critical/other existing credit","radio/tv",2331,"no known savings",">=7",1,"male single","co applicant",4,"real estate",49,"none","own",1,"skilled",1,"yes","yes","good"
"sma","no checking",36,"delayed previously","radio/tv",4463,"<100","1<=X<4",4,"male single","none",2,"car",26,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"oqt","no checking",12,"existing paid","radio/tv",776,"<100","1<=X<4",4,"male mar/wid","none",2,"real estate",28,"none","own",1,"skilled",1,"none","yes","good"
"ibv","<0",30,"existing paid","furniture/equipment",2406,"<100","4<=X<7",4,"female div/dep/mar","none",4,"real estate",23,"none","rent",1,"skilled",1,"none","yes","bad"
"fau","0<=X<200",18,"existing paid","education",1239,"no known savings","1<=X<4",4,"male single","none",4,"no known property",61,"none","for free",1,"skilled",1,"none","yes","good"
"aps",">=200",12,"existing paid","radio/tv",3399,"no known savings",">=7",2,"male single","none",3,"car",37,"none","own",1,"high qualif/self emp/mgmt",1,"none","yes","good"
"ezg",">=200",12,"delayed previously","new car",2247,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",36,"stores","own",2,"skilled",1,"yes","yes","good"
"ibx","no checking",6,"existing paid","furniture/equipment",1766,"<100","1<=X<4",1,"male mar/wid","none",2,"life insurance",21,"none","rent",1,"skilled",1,"none","yes","good"
"atv","<0",18,"existing paid","furniture/equipment",2473,"<100","unemployed",4,"male single","none",1,"car",25,"none","own",1,"unemp/unskilled non res",1,"none","yes","bad"
"wof","no checking",12,"existing paid","business",1542,"<100","4<=X<7",2,"male single","none",4,"car",36,"none","own",1,"skilled",1,"yes","yes","good"
"vvq","no checking",18,"critical/other existing credit","used car",3850,"<100","4<=X<7",3,"male single","none",1,"car",27,"none","own",2,"skilled",1,"none","yes","good"
"bft","<0",18,"existing paid","furniture/equipment",3650,"<100","<1",1,"female div/dep/mar","none",4,"car",22,"none","rent",1,"skilled",1,"none","yes","good"
"jdm","<0",36,"existing paid","furniture/equipment",3446,"<100",">=7",4,"male single","none",2,"car",42,"none","own",1,"skilled",2,"none","yes","bad"
"hkn","0<=X<200",18,"existing paid","furniture/equipment",3001,"<100","4<=X<7",2,"female div/dep/mar","none",4,"real estate",40,"none","rent",1,"skilled",1,"none","yes","good"
"rwj","no checking",36,"existing paid","new car",3079,"no known savings","1<=X<4",4,"male single","none",4,"real estate",36,"none","own",1,"skilled",1,"none","yes","good"
"xai","no checking",18,"critical/other existing credit","radio/tv",6070,"<100",">=7",3,"male single","none",4,"car",33,"none","own",2,"skilled",1,"yes","yes","good"
"evq","no checking",10,"critical/other existing credit","furniture/equipment",2146,"<100","<1",1,"female div/dep/mar","none",3,"real estate",23,"none","rent",2,"skilled",1,"none","yes","good"
"agn","no checking",60,"critical/other existing credit","new car",13756,"no known savings",">=7",2,"male single","none",4,"no known property",63,"bank","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"leh","0<=X<200",60,"all paid","other",14782,"100<=X<500",">=7",3,"female div/dep/mar","none",4,"no known property",60,"bank","for free",2,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"xkd","<0",48,"all paid","business",7685,"<100","4<=X<7",2,"female div/dep/mar","guarantor",4,"car",37,"none","rent",1,"skilled",1,"none","yes","bad"
"cwe","no checking",18,"delayed previously","radio/tv",2320,"<100","unemployed",2,"male mar/wid","none",3,"real estate",34,"none","own",2,"skilled",1,"none","yes","good"
"jtx","no checking",7,"delayed previously","radio/tv",846,"no known savings",">=7",3,"male single","none",4,"no known property",36,"none","for free",1,"skilled",1,"none","yes","good"
"xmi","0<=X<200",36,"existing paid","new car",14318,"<100",">=7",4,"male single","none",2,"no known property",57,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"esr","no checking",6,"critical/other existing credit","new car",362,"100<=X<500","1<=X<4",4,"female div/dep/mar","none",4,"car",52,"none","own",2,"unskilled resident",1,"none","yes","good"
"vym","<0",20,"existing paid","furniture/equipment",2212,"no known savings","4<=X<7",4,"male single","none",4,"car",39,"none","own",1,"skilled",1,"yes","yes","good"
"zyy","0<=X<200",18,"existing paid","used car",12976,"<100","unemployed",3,"female div/dep/mar","none",4,"no known property",38,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"fef","no checking",22,"existing paid","new car",1283,"no known savings","4<=X<7",4,"female div/dep/mar","none",4,"life insurance",25,"none","rent",1,"skilled",1,"none","yes","good"
"fjo",">=200",12,"existing paid","new car",1330,"<100","<1",4,"male single","none",1,"real estate",26,"none","own",1,"skilled",1,"none","yes","good"
"uzt","no checking",30,"delayed previously","business",4272,"100<=X<500","1<=X<4",2,"male single","none",2,"life insurance",26,"none","own",2,"unskilled resident",1,"none","yes","good"
"wqn","no checking",18,"critical/other existing credit","radio/tv",2238,"<100","1<=X<4",2,"female div/dep/mar","none",1,"car",25,"none","own",2,"skilled",1,"none","yes","good"
"qwa","no checking",18,"existing paid","radio/tv",1126,"no known savings","<1",4,"female div/dep/mar","none",2,"real estate",21,"none","rent",1,"skilled",1,"yes","yes","good"
"ccs","0<=X<200",18,"critical/other existing credit","furniture/equipment",7374,"<100","unemployed",4,"male single","none",4,"life insurance",40,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"uor","0<=X<200",15,"critical/other existing credit","business",2326,"500<=X<1000","1<=X<4",2,"male single","none",4,"car",27,"bank","own",1,"skilled",1,"none","yes","good"
"bqd","no checking",9,"existing paid","business",1449,"<100","4<=X<7",3,"female div/dep/mar","none",2,"car",27,"none","own",2,"skilled",1,"none","yes","good"
"dmj","no checking",18,"existing paid","new car",1820,"<100","1<=X<4",2,"male mar/wid","none",2,"life insurance",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"cft","0<=X<200",12,"existing paid","furniture/equipment",983,">=1000","<1",1,"female div/dep/mar","none",4,"real estate",19,"none","rent",1,"unskilled resident",1,"none","yes","good"
"fvv","<0",36,"existing paid","new car",3249,"<100","4<=X<7",2,"male single","none",4,"no known property",39,"bank","for free",1,"high qualif/self emp/mgmt",2,"yes","yes","good"
"tbb","<0",6,"critical/other existing credit","radio/tv",1957,"<100","4<=X<7",1,"female div/dep/mar","none",4,"car",31,"none","own",1,"skilled",1,"none","yes","good"
"qqy","no checking",9,"critical/other existing credit","furniture/equipment",2406,"<100","unemployed",2,"male single","none",3,"car",31,"none","own",1,"high qualif/self emp/mgmt",1,"none","yes","good"
"oem","0<=X<200",39,"delayed previously","education",11760,"100<=X<500","4<=X<7",2,"male single","none",3,"no known property",32,"none","rent",1,"skilled",1,"yes","yes","good"
"cdp","<0",12,"existing paid","furniture/equipment",2578,"<100","unemployed",3,"female div/dep/mar","none",4,"no known property",55,"none","for free",1,"high qualif/self emp/mgmt",1,"none","yes","good"
"jjg","<0",36,"critical/other existing credit","furniture/equipment",2348,"<100","1<=X<4",3,"male mar/wid","none",2,"life insurance",46,"none","own",2,"skilled",1,"yes","yes","good"
"dns","0<=X<200",12,"existing paid","new car",1223,"<100",">=7",1,"male div/sep","none",1,"real estate",46,"none","rent",2,"skilled",1,"none","yes","bad"
"ijm","no checking",24,"critical/other existing credit","radio/tv",1516,">=1000","1<=X<4",4,"female div/dep/mar","none",1,"real estate",43,"none","own",2,"unskilled resident",1,"none","yes","good"
"hvm","no checking",18,"existing paid","radio/tv",1473,"<100","<1",3,"male mar/wid","none",4,"real estate",39,"none","own",1,"skilled",1,"yes","yes","good"
"nvg","0<=X<200",18,"critical/other existing credit","business",1887,"no known savings","1<=X<4",4,"male mar/wid","none",4,"real estate",28,"bank","own",2,"skilled",1,"none","yes","good"
"koq","no checking",24,"delayed previously","business",8648,"<100","<1",2,"male single","none",2,"car",27,"bank","own",2,"skilled",1,"yes","yes","bad"
"lbc","no checking",14,"delayed previously","new car",802,"<100","1<=X<4",4,"male single","none",2,"car",27,"none","own",2,"unskilled resident",1,"none","yes","good"
"agj","0<=X<200",18,"delayed previously","new car",2899,"no known savings",">=7",4,"male single","none",4,"car",43,"none","own",1,"skilled",2,"none","yes","good"
"odo","0<=X<200",24,"existing paid","radio/tv",2039,"<100","<1",1,"male mar/wid","none",1,"life insurance",22,"none","own",1,"skilled",1,"yes","yes","bad"
"xpn","no checking",24,"critical/other existing credit","used car",2197,"no known savings","4<=X<7",4,"male single","none",4,"car",43,"none","own",2,"skilled",2,"yes","yes","good"
"vqs","<0",15,"existing paid","radio/tv",1053,"<100","<1",4,"male mar/wid","none",2,"real estate",27,"none","own",1,"skilled",1,"none","no","good"
"kdd","no checking",24,"existing paid","radio/tv",3235,"500<=X<1000",">=7",3,"male div/sep","none",2,"car",26,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"tdc",">=200",12,"critical/other existing credit","new car",939,"500<=X<1000","4<=X<7",4,"male mar/wid","none",2,"real estate",28,"none","own",3,"skilled",1,"yes","yes","bad"
"dop","0<=X<200",24,"existing paid","radio/tv",1967,"<100",">=7",4,"female div/dep/mar","none",4,"car",20,"none","own",1,"skilled",1,"yes","yes","good"
"ixb","no checking",33,"critical/other existing credit","used car",7253,"<100","4<=X<7",3,"male single","none",2,"car",35,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"xtv","no checking",12,"critical/other existing credit","business",2292,"<100","unemployed",4,"male single","none",2,"car",42,"stores","own",2,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"hja","no checking",10,"existing paid","new car",1597,"500<=X<1000","1<=X<4",3,"male single","none",2,"no known property",40,"none","rent",1,"unskilled resident",2,"none","no","good"
"rkp","<0",24,"existing paid","new car",1381,"no known savings","1<=X<4",4,"female div/dep/mar","none",2,"life insurance",35,"none","own",1,"skilled",1,"none","yes","bad"
"tel","no checking",36,"critical/other existing credit","used car",5842,"<100",">=7",2,"male single","none",2,"life insurance",35,"none","own",2,"skilled",2,"yes","yes","good"
"wqx","<0",12,"existing paid","new car",2579,"<100","<1",4,"male single","none",1,"real estate",33,"none","own",1,"unskilled resident",2,"none","yes","bad"
"lil","<0",18,"delayed previously","education",8471,"no known savings","1<=X<4",1,"female div/dep/mar","none",2,"car",23,"none","rent",2,"skilled",1,"yes","yes","good"
"puh","no checking",21,"existing paid","new car",2782,"500<=X<1000","4<=X<7",1,"female div/dep/mar","none",2,"car",31,"bank","own",1,"high qualif/self emp/mgmt",1,"none","yes","good"
"wsc","0<=X<200",18,"existing paid","new car",1042,"no known savings","1<=X<4",4,"female div/dep/mar","none",2,"life insurance",33,"none","own",1,"skilled",1,"none","yes","bad"
"rae","no checking",15,"existing paid","new car",3186,">=1000","4<=X<7",2,"female div/dep/mar","none",3,"car",20,"none","rent",1,"skilled",1,"none","yes","good"
"zjx","0<=X<200",12,"existing paid","used car",2028,"no known savings","1<=X<4",4,"male single","none",2,"car",30,"none","own",1,"skilled",1,"none","yes","good"
"cbo","0<=X<200",12,"critical/other existing credit","new car",958,"<100","4<=X<7",2,"male single","none",3,"real estate",47,"none","own",2,"unskilled resident",2,"none","yes","good"
"coe","no checking",21,"delayed previously","furniture/equipment",1591,"100<=X<500","4<=X<7",4,"male single","none",3,"real estate",34,"none","own",2,"high qualif/self emp/mgmt",1,"none","yes","good"
"ire","0<=X<200",12,"existing paid","furniture/equipment",2762,"no known savings",">=7",1,"female div/dep/mar","none",2,"life insurance",25,"bank","own",1,"skilled",1,"yes","yes","bad"
"vyv","0<=X<200",18,"existing paid","used car",2779,"<100","1<=X<4",1,"male mar/wid","none",3,"car",21,"none","rent",1,"skilled",1,"yes","yes","good"
"scb","no checking",28,"critical/other existing credit","radio/tv",2743,"<100",">=7",4,"male single","none",2,"car",29,"none","own",2,"skilled",1,"none","yes","good"
"sev","no checking",18,"critical/other existing credit","radio/tv",1149,">=1000","1<=X<4",4,"male single","none",3,"real estate",46,"none","own",2,"skilled",1,"none","yes","good"
"zkf","no checking",9,"existing paid","furniture/equipment",1313,"<100",">=7",1,"male single","none",4,"car",20,"none","own",1,"skilled",1,"none","yes","good"
"huw","<0",18,"critical/other existing credit","repairs",1190,"<100","unemployed",2,"female div/dep/mar","none",4,"no known property",55,"none","for free",3,"unemp/unskilled non res",2,"none","yes","bad"
"bkb","no checking",5,"existing paid","business",3448,"<100","4<=X<7",1,"male single","none",4,"real estate",74,"none","own",1,"unskilled resident",1,"none","yes","good"
"zei","0<=X<200",24,"existing paid","other",11328,"<100","1<=X<4",2,"male single","co applicant",3,"car",29,"bank","own",2,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"rgk","<0",6,"critical/other existing credit","furniture/equipment",1872,"<100","unemployed",4,"male single","none",4,"no known property",36,"none","for free",3,"high qualif/self emp/mgmt",1,"yes","yes","good"
"mzq","no checking",24,"critical/other existing credit","repairs",2058,"<100","1<=X<4",4,"male div/sep","none",2,"real estate",33,"none","own",2,"skilled",1,"yes","yes","good"
"bja","<0",9,"existing paid","furniture/equipment",2136,"<100","1<=X<4",3,"male single","none",2,"real estate",25,"none","own",1,"skilled",1,"none","yes","good"
"cch","0<=X<200",12,"existing paid","radio/tv",1484,"no known savings","1<=X<4",2,"male mar/wid","none",1,"real estate",25,"none","own",1,"skilled",1,"yes","yes","bad"
"wmg","no checking",6,"existing paid","repairs",660,"500<=X<1000","4<=X<7",2,"male mar/wid","none",4,"real estate",23,"none","rent",1,"unskilled resident",1,"none","yes","good"
"uud","no checking",24,"critical/other existing credit","new car",1287,">=1000",">=7",4,"female div/dep/mar","none",4,"real estate",37,"none","own",2,"skilled",1,"yes","yes","good"
"ajn","<0",42,"critical/other existing credit","repairs",3394,"<100","unemployed",4,"male single","co applicant",4,"car",65,"none","own",2,"unemp/unskilled non res",1,"none","yes","good"
"kqq",">=200",12,"all paid","business",609,"<100","<1",4,"female div/dep/mar","none",1,"real estate",26,"none","own",1,"unemp/unskilled non res",1,"none","yes","bad"
"ibc","no checking",12,"existing paid","new car",1884,"<100",">=7",4,"male single","none",4,"car",39,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"dlq","<0",12,"existing paid","furniture/equipment",1620,"<100","1<=X<4",2,"female div/dep/mar","co applicant",3,"life insurance",30,"none","own",1,"skilled",1,"none","yes","good"
"bpd","0<=X<200",20,"delayed previously","other",2629,"<100","1<=X<4",2,"male single","none",3,"car",29,"bank","own",2,"skilled",1,"yes","yes","good"
"wwf","no checking",12,"existing paid","education",719,"<100",">=7",4,"male single","none",4,"car",41,"bank","own",1,"unskilled resident",2,"none","yes","bad"
"odr","0<=X<200",48,"critical/other existing credit","furniture/equipment",5096,"<100","1<=X<4",2,"female div/dep/mar","none",3,"car",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"yeu","no checking",9,"critical/other existing credit","education",1244,"no known savings",">=7",4,"female div/dep/mar","none",4,"life insurance",41,"none","rent",2,"unskilled resident",1,"none","yes","good"
"xxf","<0",36,"existing paid","new car",1842,"<100","<1",4,"female div/dep/mar","none",4,"car",34,"none","own",1,"skilled",1,"yes","yes","bad"
"wqr","0<=X<200",7,"existing paid","radio/tv",2576,"<100","1<=X<4",2,"male single","guarantor",2,"real estate",35,"none","own",1,"skilled",1,"none","yes","good"
"hwb",">=200",12,"existing paid","furniture/equipment",1424,"no known savings",">=7",3,"female div/dep/mar","none",4,"real estate",55,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"srq","0<=X<200",15,"delayed previously","repairs",1512,">=1000","1<=X<4",3,"male mar/wid","none",3,"life insurance",61,"stores","own",2,"skilled",1,"none","yes","bad"
"dnl","no checking",36,"critical/other existing credit","used car",11054,"no known savings","1<=X<4",4,"male single","none",2,"car",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"qgh","no checking",6,"existing paid","radio/tv",518,"<100","1<=X<4",3,"female div/dep/mar","none",1,"real estate",29,"none","own",1,"skilled",1,"none","yes","good"
"nty","no checking",12,"no credits/all paid","furniture/equipment",2759,"<100",">=7",2,"male single","none",4,"life insurance",34,"none","own",2,"skilled",1,"none","yes","good"
"fsm","no checking",24,"existing paid","used car",2670,"<100",">=7",4,"male single","none",4,"car",35,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"oyp","<0",24,"existing paid","new car",4817,"<100","4<=X<7",2,"male single","co applicant",3,"life insurance",31,"none","own",1,"skilled",1,"yes","yes","bad"
"ess","no checking",24,"existing paid","used car",2679,"<100","<1",4,"female div/dep/mar","none",1,"no known property",29,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"zkz","<0",11,"critical/other existing credit","new car",3905,"<100","1<=X<4",2,"male single","none",2,"real estate",36,"none","rent",2,"skilled",2,"none","yes","good"
"hfm","<0",12,"existing paid","used car",3386,"<100",">=7",3,"male single","none",4,"no known property",35,"none","for free",1,"skilled",1,"yes","yes","bad"
"evg","<0",6,"existing paid","domestic appliance",343,"<100","<1",4,"female div/dep/mar","none",1,"real estate",27,"none","own",1,"skilled",1,"none","yes","good"
"bdu","no checking",18,"existing paid","radio/tv",4594,"<100","<1",3,"male single","none",2,"car",32,"none","own",1,"skilled",1,"yes","yes","good"
"mss","<0",36,"existing paid","furniture/equipment",3620,"<100","1<=X<4",1,"male single","guarantor",2,"life insurance",37,"none","own",1,"skilled",2,"none","yes","good"
"jij","<0",15,"existing paid","new car",1721,"<100","<1",2,"male single","none",3,"real estate",36,"none","own",1,"skilled",1,"none","yes","good"
"apd","0<=X<200",12,"existing paid","furniture/equipment",3017,"<100","<1",3,"female div/dep/mar","none",1,"real estate",34,"none","rent",1,"high qualif/self emp/mgmt",1,"none","yes","good"
"cdb","0<=X<200",12,"existing paid","retraining",754,"no known savings",">=7",4,"male single","none",4,"life insurance",38,"none","own",2,"skilled",1,"none","yes","good"
"dpg","no checking",18,"existing paid","business",1950,"<100","4<=X<7",4,"male single","none",1,"car",34,"stores","own",2,"skilled",1,"yes","yes","good"
"hsx","<0",24,"existing paid","used car",2924,"<100","1<=X<4",3,"male single","guarantor",4,"no known property",63,"bank","own",1,"skilled",2,"yes","yes","good"
"bbe","<0",24,"delayed previously","radio/tv",1659,"<100","<1",4,"female div/dep/mar","none",2,"car",29,"none","rent",1,"unskilled resident",1,"yes","yes","bad"
"rkl","no checking",48,"delayed previously","radio/tv",7238,"no known savings",">=7",3,"male single","none",3,"car",32,"bank","own",2,"skilled",2,"none","yes","good"
"naz","no checking",33,"delayed previously","business",2764,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",26,"none","own",2,"skilled",1,"yes","yes","good"
"ruh","no checking",24,"delayed previously","used car",4679,"<100","4<=X<7",3,"male single","none",3,"car",35,"none","own",2,"unskilled resident",1,"yes","yes","good"
"pru","0<=X<200",24,"existing paid","radio/tv",3092,"100<=X<500","<1",3,"male mar/wid","none",2,"car",22,"none","rent",1,"skilled",1,"yes","yes","bad"
"qym","<0",6,"existing paid","education",448,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",23,"none","own",1,"skilled",1,"none","yes","bad"
"fem","<0",9,"existing paid","new car",654,"<100","1<=X<4",4,"male single","none",3,"car",28,"none","own",1,"unskilled resident",1,"none","yes","bad"
"dml","no checking",6,"existing paid","retraining",1238,"no known savings","unemployed",4,"male single","none",4,"life insurance",36,"none","own",1,"high qualif/self emp/mgmt",2,"yes","yes","good"
"inn","0<=X<200",18,"critical/other existing credit","radio/tv",1245,"<100","1<=X<4",4,"male mar/wid","none",2,"car",33,"none","own",1,"skilled",1,"none","yes","bad"
"bgp","<0",18,"no credits/all paid","furniture/equipment",3114,"<100","<1",1,"female div/dep/mar","none",4,"life insurance",26,"none","rent",1,"skilled",1,"none","yes","bad"
"lyi","no checking",39,"existing paid","used car",2569,"500<=X<1000","1<=X<4",4,"male single","none",4,"car",24,"none","own",1,"skilled",1,"none","yes","good"
"yob",">=200",24,"existing paid","radio/tv",5152,"<100","4<=X<7",4,"male single","none",2,"car",25,"bank","own",1,"skilled",1,"none","yes","good"
"qlx","0<=X<200",12,"existing paid","business",1037,"100<=X<500","4<=X<7",3,"male single","none",4,"real estate",39,"none","own",1,"unskilled resident",1,"none","yes","good"
"zib","<0",15,"critical/other existing credit","furniture/equipment",1478,"<100",">=7",4,"male single","none",4,"car",44,"none","own",2,"skilled",2,"yes","yes","good"
"mah","0<=X<200",12,"critical/other existing credit","radio/tv",3573,"<100","1<=X<4",1,"female div/dep/mar","none",1,"real estate",23,"none","own",1,"unskilled resident",1,"none","yes","good"
"cwy","0<=X<200",24,"existing paid","new car",1201,"<100","<1",4,"male single","none",1,"life insurance",26,"none","own",1,"skilled",1,"none","yes","good"
"lra","<0",30,"existing paid","furniture/equipment",3622,">=1000",">=7",4,"female div/dep/mar","none",4,"life insurance",57,"none","rent",2,"skilled",1,"yes","yes","good"
"pev","no checking",15,"delayed previously","furniture/equipment",960,">=1000","4<=X<7",3,"female div/dep/mar","none",2,"life insurance",30,"none","own",2,"skilled",1,"none","yes","good"
"pnf","no checking",12,"critical/other existing credit","new car",1163,"500<=X<1000","1<=X<4",4,"male single","none",4,"real estate",44,"none","own",1,"skilled",1,"yes","yes","good"
"qug","0<=X<200",6,"delayed previously","new car",1209,"<100","unemployed",4,"male single","none",4,"life insurance",47,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"vax","no checking",12,"existing paid","radio/tv",3077,"<100","1<=X<4",2,"male single","none",4,"car",52,"none","own",1,"skilled",1,"yes","yes","good"
"apl","no checking",24,"existing paid","new car",3757,"<100",">=7",4,"female div/dep/mar","co applicant",4,"no known property",62,"none","for free",1,"skilled",1,"yes","yes","good"
"kzl","no checking",10,"existing paid","new car",1418,"100<=X<500","1<=X<4",3,"male single","none",2,"real estate",35,"none","rent",1,"unskilled resident",1,"none","no","good"
"iyo","no checking",6,"existing paid","new car",3518,"<100","1<=X<4",2,"male single","guarantor",3,"life insurance",26,"none","rent",1,"skilled",1,"none","yes","good"
"ikr","no checking",12,"critical/other existing credit","radio/tv",1934,"<100",">=7",2,"male single","none",2,"no known property",26,"none","own",2,"skilled",1,"none","yes","good"
"mvp","0<=X<200",27,"no credits/all paid","business",8318,"<100",">=7",2,"female div/dep/mar","none",4,"no known property",42,"none","for free",2,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"jqc","no checking",6,"critical/other existing credit","radio/tv",1237,"100<=X<500","1<=X<4",1,"female div/dep/mar","none",1,"life insurance",27,"none","own",2,"skilled",1,"none","yes","good"
"ehh","0<=X<200",6,"existing paid","radio/tv",368,"no known savings",">=7",4,"male single","none",4,"life insurance",38,"none","own",1,"skilled",1,"none","yes","good"
"nwg","<0",12,"critical/other existing credit","new car",2122,"<100","1<=X<4",3,"male single","none",2,"real estate",39,"none","rent",2,"unskilled resident",2,"none","no","good"
"tns","<0",24,"existing paid","furniture/equipment",2996,"no known savings","1<=X<4",2,"male mar/wid","none",4,"car",20,"none","own",1,"skilled",1,"none","yes","bad"
"ast","0<=X<200",36,"existing paid","furniture/equipment",9034,"100<=X<500","<1",4,"male single","co applicant",1,"no known property",29,"none","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"yhk","no checking",24,"critical/other existing credit","furniture/equipment",1585,"<100","4<=X<7",4,"male single","none",3,"life insurance",40,"none","own",2,"skilled",1,"none","yes","good"
"rkh","0<=X<200",18,"existing paid","radio/tv",1301,"<100",">=7",4,"male mar/wid","guarantor",2,"real estate",32,"none","own",1,"unskilled resident",1,"none","yes","good"
"ztf",">=200",6,"critical/other existing credit","new car",1323,"100<=X<500",">=7",2,"male div/sep","none",4,"car",28,"none","own",2,"skilled",2,"yes","yes","good"
"lsr","<0",24,"existing paid","new car",3123,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",27,"none","own",1,"skilled",1,"none","yes","bad"
"dru","<0",36,"existing paid","used car",5493,"<100",">=7",2,"male single","none",4,"no known property",42,"none","for free",1,"skilled",2,"none","yes","good"
"ldm",">=200",9,"existing paid","radio/tv",1126,"100<=X<500",">=7",2,"male div/sep","none",4,"real estate",49,"none","own",1,"skilled",1,"none","yes","good"
"oyc","0<=X<200",24,"critical/other existing credit","radio/tv",1216,"100<=X<500","<1",4,"male single","none",4,"no known property",38,"bank","own",2,"skilled",2,"none","yes","bad"
